"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate"
"Both Sexes","All Races","Idaho","Both","45-49 yrs","1981","1998","Suicide","1991","14","56707","24.69"
"Both Sexes","All Races","Idaho","Both","Ages 10 to 49","1981","1998","Suicide","1991","100","618845","16.16"
"Both Sexes","All Races","Idaho","Both","10-14 yrs","1981","1998","Suicide","1992","3","97608","3.07"
"Both Sexes","All Races","Idaho","Both","15-19 yrs","1981","1998","Suicide","1992","15","88037","17.04"
"Both Sexes","All Races","Idaho","Both","20-24 yrs","1981","1998","Suicide","1992","18","73748","24.41"
"Both Sexes","All Races","Idaho","Both","25-29 yrs","1981","1998","Suicide","1992","12","67988","17.65"
"Both Sexes","All Races","Idaho","Both","30-34 yrs","1981","1998","Suicide","1992","15","84129","17.83"
"Both Sexes","All Races","Idaho","Both","35-39 yrs","1981","1998","Suicide","1992","19","87566","21.7"
"Both Sexes","All Races","Idaho","Both","40-44 yrs","1981","1998","Suicide","1992","14","79005","17.72"
"Both Sexes","All Races","Idaho","Both","45-49 yrs","1981","1998","Suicide","1992","9","62884","14.31"
"Both Sexes","All Races","Idaho","Both","Ages 10 to 49","1981","1998","Suicide","1992","105","640965","16.38"
"Both Sexes","All Races","Idaho","Both","10-14 yrs","1981","1998","Suicide","1993","2","100911","1.98"
"Both Sexes","All Races","Idaho","Both","15-19 yrs","1981","1998","Suicide","1993","17","93387","18.2"
"Both Sexes","All Races","Idaho","Both","20-24 yrs","1981","1998","Suicide","1993","24","77362","31.02"
"Both Sexes","All Races","Idaho","Both","25-29 yrs","1981","1998","Suicide","1993","17","67797","25.07"
"Both Sexes","All Races","Idaho","Both","30-34 yrs","1981","1998","Suicide","1993","20","85335","23.44"
"Both Sexes","All Races","Idaho","Both","35-39 yrs","1981","1998","Suicide","1993","21","90941","23.09"
"Both Sexes","All Races","Idaho","Both","40-44 yrs","1981","1998","Suicide","1993","17","83290","20.41"
"Both Sexes","All Races","Idaho","Both","45-49 yrs","1981","1998","Suicide","1993","17","67071","25.35"
"Both Sexes","All Races","Idaho","Both","Ages 10 to 49","1981","1998","Suicide","1993","135","666094","20.27"
"Both Sexes","All Races","Idaho","Both","10-14 yrs","1981","1998","Suicide","1994","5","103159","4.85"
"Both Sexes","All Races","Idaho","Both","15-19 yrs","1981","1998","Suicide","1994","17","99224","17.13"
"Both Sexes","All Races","Idaho","Both","20-24 yrs","1981","1998","Suicide","1994","17","80419","21.14"
"Both Sexes","All Races","Idaho","Both","25-29 yrs","1981","1998","Suicide","1994","19","68174","27.87"
"Both Sexes","All Races","Idaho","Both","30-34 yrs","1981","1998","Suicide","1994","22","85696","25.67"
"Both Sexes","All Races","Idaho","Both","35-39 yrs","1981","1998","Suicide","1994","12","93282","12.86"
"Both Sexes","All Races","Idaho","Both","40-44 yrs","1981","1998","Suicide","1994","23","87547","26.27"
"Both Sexes","All Races","Idaho","Both","45-49 yrs","1981","1998","Suicide","1994","20","71831","27.84"
"Both Sexes","All Races","Idaho","Both","Ages 10 to 49","1981","1998","Suicide","1994","135","689332","19.58"
"Both Sexes","All Races","Idaho","Both","10-14 yrs","1981","1998","Suicide","1995","4","103545","3.86"
"Both Sexes","All Races","Idaho","Both","15-19 yrs","1981","1998","Suicide","1995","12","103988","11.54"
"Both Sexes","All Races","Idaho","Both","20-24 yrs","1981","1998","Suicide","1995","20","83526","23.94"
"Both Sexes","All Races","Idaho","Both","25-29 yrs","1981","1998","Suicide","1995","19","70435","26.98"
"Both Sexes","All Races","Idaho","Both","30-34 yrs","1981","1998","Suicide","1995","20","85103","23.5"
"Both Sexes","All Races","Idaho","Both","35-39 yrs","1981","1998","Suicide","1995","18","95695","18.81"
"Both Sexes","All Races","Idaho","Both","40-44 yrs","1981","1998","Suicide","1995","9","91344","9.85"
"Both Sexes","All Races","Idaho","Both","45-49 yrs","1981","1998","Suicide","1995","11","77176","14.25"
"Both Sexes","All Races","Idaho","Both","Ages 10 to 49","1981","1998","Suicide","1995","113","710812","15.9"
"Both Sexes","All Races","Idaho","Both","10-14 yrs","1981","1998","Suicide","1996","1","103709","0.96"
"Both Sexes","All Races","Idaho","Both","15-19 yrs","1981","1998","Suicide","1996","15","107567","13.94"
"Both Sexes","All Races","Idaho","Both","20-24 yrs","1981","1998","Suicide","1996","14","84683","16.53"
"Both Sexes","All Races","Idaho","Both","25-29 yrs","1981","1998","Suicide","1996","15","74098","20.24"
"Both Sexes","All Races","Idaho","Both","30-34 yrs","1981","1998","Suicide","1996","14","83417","16.78"
"Both Sexes","All Races","Idaho","Both","35-39 yrs","1981","1998","Suicide","1996","18","96932","18.57"
"Both Sexes","All Races","Idaho","Both","40-44 yrs","1981","1998","Suicide","1996","12","94025","12.76"
"Both Sexes","All Races","Idaho","Both","45-49 yrs","1981","1998","Suicide","1996","14","82742","16.92"
"Both Sexes","All Races","Idaho","Both","Ages 10 to 49","1981","1998","Suicide","1996","103","727173","14.16"
"Both Sexes","All Races","Idaho","Both","10-14 yrs","1981","1998","Suicide","1997","6","103137","5.82"
"Both Sexes","All Races","Idaho","Both","15-19 yrs","1981","1998","Suicide","1997","22","110124","19.98"
"Both Sexes","All Races","Idaho","Both","20-24 yrs","1981","1998","Suicide","1997","15","87348","17.17"
"Both Sexes","All Races","Idaho","Both","25-29 yrs","1981","1998","Suicide","1997","18","77492","23.23"
"Both Sexes","All Races","Idaho","Both","30-34 yrs","1981","1998","Suicide","1997","16","81915","19.53"
"Both Sexes","All Races","Idaho","Both","35-39 yrs","1981","1998","Suicide","1997","20","97427","20.53"
"Both Sexes","All Races","Idaho","Both","40-44 yrs","1981","1998","Suicide","1997","24","96234","24.94"
"Both Sexes","All Races","Idaho","Both","45-49 yrs","1981","1998","Suicide","1997","23","84397","27.25"
"Both Sexes","All Races","Idaho","Both","Ages 10 to 49","1981","1998","Suicide","1997","144","738074","19.51"
"Both Sexes","All Races","Idaho","Both","10-14 yrs","1981","1998","Suicide","1998","6","102905","5.83"
"Both Sexes","All Races","Idaho","Both","15-19 yrs","1981","1998","Suicide","1998","19","111828","16.99"
"Both Sexes","All Races","Idaho","Both","20-24 yrs","1981","1998","Suicide","1998","14","89805","15.59"
"Both Sexes","All Races","Idaho","Both","25-29 yrs","1981","1998","Suicide","1998","15","80140","18.72"
"Both Sexes","All Races","Idaho","Both","30-34 yrs","1981","1998","Suicide","1998","10","81227","12.31"
"Both Sexes","All Races","Idaho","Both","35-39 yrs","1981","1998","Suicide","1998","28","96822","28.92"
"Both Sexes","All Races","Idaho","Both","40-44 yrs","1981","1998","Suicide","1998","23","97148","23.68"
"Both Sexes","All Races","Idaho","Both","45-49 yrs","1981","1998","Suicide","1998","21","87118","24.11"
"Both Sexes","All Races","Idaho","Both","Ages 10 to 49","1981","1998","Suicide","1998","136","746993","18.21"
"Both Sexes","All Races","Illinois","Both","10-14 yrs","1981","1998","Suicide","1981","4","916389","0.44"
"Both Sexes","All Races","Illinois","Both","15-19 yrs","1981","1998","Suicide","1981","73","1026436","7.11"
"Both Sexes","All Races","Illinois","Both","20-24 yrs","1981","1998","Suicide","1981","157","1069369","14.68"
"Both Sexes","All Races","Illinois","Both","25-29 yrs","1981","1998","Suicide","1981","132","1006449","13.12"
"Both Sexes","All Races","Illinois","Both","30-34 yrs","1981","1998","Suicide","1981","114","919374","12.4"
"Both Sexes","All Races","Illinois","Both","35-39 yrs","1981","1998","Suicide","1981","89","706190","12.6"
"Both Sexes","All Races","Illinois","Both","40-44 yrs","1981","1998","Suicide","1981","79","601342","13.14"
"Both Sexes","All Races","Illinois","Both","45-49 yrs","1981","1998","Suicide","1981","61","545412","11.18"
"Both Sexes","All Races","Illinois","Both","Ages 10 to 49","1981","1998","Suicide","1981","709","6790961","10.44"
"Both Sexes","All Races","Illinois","Both","10-14 yrs","1981","1998","Suicide","1982","7","902293","0.78"
"Both Sexes","All Races","Illinois","Both","15-19 yrs","1981","1998","Suicide","1982","69","986653","6.99"
"Both Sexes","All Races","Illinois","Both","20-24 yrs","1981","1998","Suicide","1982","123","1055349","11.65"
"Both Sexes","All Races","Illinois","Both","25-29 yrs","1981","1998","Suicide","1982","133","1020730","13.03"
"Both Sexes","All Races","Illinois","Both","30-34 yrs","1981","1998","Suicide","1982","96","910432","10.54"
"Both Sexes","All Races","Illinois","Both","35-39 yrs","1981","1998","Suicide","1982","83","749509","11.07"
"Both Sexes","All Races","Illinois","Both","40-44 yrs","1981","1998","Suicide","1982","77","615354","12.51"
"Both Sexes","All Races","Illinois","Both","45-49 yrs","1981","1998","Suicide","1982","82","541959","15.13"
"Both Sexes","All Races","Illinois","Both","Ages 10 to 49","1981","1998","Suicide","1982","670","6782279","9.88"
"Both Sexes","All Races","Illinois","Both","10-14 yrs","1981","1998","Suicide","1983","3","882619","0.34"
"Both Sexes","All Races","Illinois","Both","15-19 yrs","1981","1998","Suicide","1983","65","946619","6.87"
"Both Sexes","All Races","Illinois","Both","20-24 yrs","1981","1998","Suicide","1983","139","1040201","13.36"
"Both Sexes","All Races","Illinois","Both","25-29 yrs","1981","1998","Suicide","1983","125","1031152","12.12"
"Both Sexes","All Races","Illinois","Both","30-34 yrs","1981","1998","Suicide","1983","128","919820","13.92"
"Both Sexes","All Races","Illinois","Both","35-39 yrs","1981","1998","Suicide","1983","85","762799","11.14"
"Both Sexes","All Races","Illinois","Both","40-44 yrs","1981","1998","Suicide","1983","80","640588","12.49"
"Both Sexes","All Races","Illinois","Both","45-49 yrs","1981","1998","Suicide","1983","77","547453","14.07"
"Both Sexes","All Races","Illinois","Both","Ages 10 to 49","1981","1998","Suicide","1983","702","6771251","10.37"
"Both Sexes","All Races","Illinois","Both","10-14 yrs","1981","1998","Suicide","1984","9","859677","1.05"
"Both Sexes","All Races","Illinois","Both","15-19 yrs","1981","1998","Suicide","1984","55","916762","6"
"Both Sexes","All Races","Illinois","Both","20-24 yrs","1981","1998","Suicide","1984","129","1026884","12.56"
"Both Sexes","All Races","Illinois","Both","25-29 yrs","1981","1998","Suicide","1984","163","1035748","15.74"
"Both Sexes","All Races","Illinois","Both","30-34 yrs","1981","1998","Suicide","1984","118","934849","12.62"
"Both Sexes","All Races","Illinois","Both","35-39 yrs","1981","1998","Suicide","1984","107","788958","13.56"
"Both Sexes","All Races","Illinois","Both","40-44 yrs","1981","1998","Suicide","1984","80","654242","12.23"
"Both Sexes","All Races","Illinois","Both","45-49 yrs","1981","1998","Suicide","1984","95","554407","17.14"
"Both Sexes","All Races","Illinois","Both","Ages 10 to 49","1981","1998","Suicide","1984","756","6771527","11.16"
"Both Sexes","All Races","Illinois","Both","10-14 yrs","1981","1998","Suicide","1985","10","832709","1.2"
"Both Sexes","All Races","Illinois","Both","15-19 yrs","1981","1998","Suicide","1985","81","897568","9.02"
"Both Sexes","All Races","Illinois","Both","20-24 yrs","1981","1998","Suicide","1985","154","1005712","15.31"
"Both Sexes","All Races","Illinois","Both","25-29 yrs","1981","1998","Suicide","1985","133","1032993","12.88"
"Both Sexes","All Races","Illinois","Both","30-34 yrs","1981","1998","Suicide","1985","125","953676","13.11"
"Both Sexes","All Races","Illinois","Both","35-39 yrs","1981","1998","Suicide","1985","104","817451","12.72"
"Both Sexes","All Races","Illinois","Both","40-44 yrs","1981","1998","Suicide","1985","92","665604","13.82"
"Both Sexes","All Races","Illinois","Both","45-49 yrs","1981","1998","Suicide","1985","80","557032","14.36"
"Both Sexes","All Races","Illinois","Both","Ages 10 to 49","1981","1998","Suicide","1985","779","6762745","11.52"
"Both Sexes","All Races","Illinois","Both","10-14 yrs","1981","1998","Suicide","1986","14","801144","1.75"
"Both Sexes","All Races","Illinois","Both","15-19 yrs","1981","1998","Suicide","1986","79","894544","8.83"
"Both Sexes","All Races","Illinois","Both","20-24 yrs","1981","1998","Suicide","1986","132","970370","13.6"
"Both Sexes","All Races","Illinois","Both","25-29 yrs","1981","1998","Suicide","1986","161","1029084","15.64"
"Both Sexes","All Races","Illinois","Both","30-34 yrs","1981","1998","Suicide","1986","134","965833","13.87"
"Both Sexes","All Races","Illinois","Both","35-39 yrs","1981","1998","Suicide","1986","103","857665","12.01"
"Both Sexes","All Races","Illinois","Both","40-44 yrs","1981","1998","Suicide","1986","93","669686","13.89"
"Both Sexes","All Races","Illinois","Both","45-49 yrs","1981","1998","Suicide","1986","69","563119","12.25"
"Both Sexes","All Races","Illinois","Both","Ages 10 to 49","1981","1998","Suicide","1986","785","6751445","11.63"
"Both Sexes","All Races","Illinois","Both","10-14 yrs","1981","1998","Suicide","1987","9","788094","1.14"
"Both Sexes","All Races","Illinois","Both","15-19 yrs","1981","1998","Suicide","1987","86","882099","9.75"
"Both Sexes","All Races","Illinois","Both","20-24 yrs","1981","1998","Suicide","1987","112","935927","11.97"
"Both Sexes","All Races","Illinois","Both","25-29 yrs","1981","1998","Suicide","1987","129","1020462","12.64"
"Both Sexes","All Races","Illinois","Both","30-34 yrs","1981","1998","Suicide","1987","128","983637","13.01"
"Both Sexes","All Races","Illinois","Both","35-39 yrs","1981","1998","Suicide","1987","115","854587","13.46"
"Both Sexes","All Races","Illinois","Both","40-44 yrs","1981","1998","Suicide","1987","76","715785","10.62"
"Both Sexes","All Races","Illinois","Both","45-49 yrs","1981","1998","Suicide","1987","77","579340","13.29"
"Both Sexes","All Races","Illinois","Both","Ages 10 to 49","1981","1998","Suicide","1987","732","6759931","10.83"
"Both Sexes","All Races","Illinois","Both","10-14 yrs","1981","1998","Suicide","1988","9","782821","1.15"
"Both Sexes","All Races","Illinois","Both","15-19 yrs","1981","1998","Suicide","1988","88","863620","10.19"
"Both Sexes","All Races","Illinois","Both","20-24 yrs","1981","1998","Suicide","1988","119","903223","13.18"
"Both Sexes","All Races","Illinois","Both","25-29 yrs","1981","1998","Suicide","1988","140","1010128","13.86"
"Both Sexes","All Races","Illinois","Both","30-34 yrs","1981","1998","Suicide","1988","157","997723","15.74"
"Both Sexes","All Races","Illinois","Both","35-39 yrs","1981","1998","Suicide","1988","101","867974","11.64"
"Both Sexes","All Races","Illinois","Both","40-44 yrs","1981","1998","Suicide","1988","97","734256","13.21"
"Both Sexes","All Races","Illinois","Both","45-49 yrs","1981","1998","Suicide","1988","95","605841","15.68"
"Both Sexes","All Races","Illinois","Both","Ages 10 to 49","1981","1998","Suicide","1988","806","6765586","11.91"
"Both Sexes","All Races","Illinois","Both","10-14 yrs","1981","1998","Suicide","1989","4","788082","0.51"
"Both Sexes","All Races","Illinois","Both","15-19 yrs","1981","1998","Suicide","1989","71","839537","8.46"
"Both Sexes","All Races","Illinois","Both","20-24 yrs","1981","1998","Suicide","1989","126","877370","14.36"
"Both Sexes","All Races","Illinois","Both","25-29 yrs","1981","1998","Suicide","1989","119","997941","11.92"
"Both Sexes","All Races","Illinois","Both","30-34 yrs","1981","1998","Suicide","1989","145","1004532","14.43"
"Both Sexes","All Races","Illinois","Both","35-39 yrs","1981","1998","Suicide","1989","107","886088","12.08"
"Both Sexes","All Races","Illinois","Both","40-44 yrs","1981","1998","Suicide","1989","81","764288","10.6"
"Both Sexes","All Races","Illinois","Both","45-49 yrs","1981","1998","Suicide","1989","82","621255","13.2"
"Both Sexes","All Races","Illinois","Both","Ages 10 to 49","1981","1998","Suicide","1989","735","6779093","10.84"
"Both Sexes","All Races","Illinois","Both","10-14 yrs","1981","1998","Suicide","1990","4","789440","0.51"
"Both Sexes","All Races","Illinois","Both","15-19 yrs","1981","1998","Suicide","1990","80","815148","9.81"
"Both Sexes","All Races","Illinois","Both","20-24 yrs","1981","1998","Suicide","1990","111","865987","12.82"
"Both Sexes","All Races","Illinois","Both","25-29 yrs","1981","1998","Suicide","1990","129","983409","13.12"
"Both Sexes","All Races","Illinois","Both","30-34 yrs","1981","1998","Suicide","1990","130","1013984","12.82"
"Both Sexes","All Races","Illinois","Both","35-39 yrs","1981","1998","Suicide","1990","123","910919","13.5"
"Both Sexes","All Races","Illinois","Both","40-44 yrs","1981","1998","Suicide","1990","95","803923","11.82"
"Both Sexes","All Races","Illinois","Both","45-49 yrs","1981","1998","Suicide","1990","83","635968","13.05"
"Both Sexes","All Races","Illinois","Both","Ages 10 to 49","1981","1998","Suicide","1990","755","6818778","11.07"
"Both Sexes","All Races","Illinois","Both","10-14 yrs","1981","1998","Suicide","1991","14","815525","1.72"
"Both Sexes","All Races","Illinois","Both","15-19 yrs","1981","1998","Suicide","1991","87","793443","10.96"
"Both Sexes","All Races","Illinois","Both","20-24 yrs","1981","1998","Suicide","1991","120","865618","13.86"
"Both Sexes","All Races","Illinois","Both","25-29 yrs","1981","1998","Suicide","1991","107","968258","11.05"
"Both Sexes","All Races","Illinois","Both","30-34 yrs","1981","1998","Suicide","1991","136","1032815","13.17"
"Both Sexes","All Races","Illinois","Both","35-39 yrs","1981","1998","Suicide","1991","119","933113","12.75"
"Both Sexes","All Races","Illinois","Both","40-44 yrs","1981","1998","Suicide","1991","94","845461","11.12"
"Both Sexes","All Races","Illinois","Both","45-49 yrs","1981","1998","Suicide","1991","87","642865","13.53"
