"Notes"	"Census Region"	"Census Region Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Feb., 2000"	"2000/02"	"55-64 years"	"55-64"	49	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Feb., 2000"	"2000/02"	"65-74 years"	"65-74"	21	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Feb., 2000"	"2000/02"	"75-84 years"	"75-84"	27	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Feb., 2000"	"2000/02"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Feb., 2000"	"2000/02"			501	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Mar., 2000"	"2000/03"	"15-24 years"	"15-24"	81	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Mar., 2000"	"2000/03"	"25-34 years"	"25-34"	101	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Mar., 2000"	"2000/03"	"35-44 years"	"35-44"	125	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Mar., 2000"	"2000/03"	"45-54 years"	"45-54"	104	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Mar., 2000"	"2000/03"	"55-64 years"	"55-64"	42	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Mar., 2000"	"2000/03"	"65-74 years"	"65-74"	40	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Mar., 2000"	"2000/03"	"75-84 years"	"75-84"	35	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Mar., 2000"	"2000/03"	"85+ years"	"85+"	21	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Mar., 2000"	"2000/03"			555	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Apr., 2000"	"2000/04"	"15-24 years"	"15-24"	87	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Apr., 2000"	"2000/04"	"25-34 years"	"25-34"	89	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Apr., 2000"	"2000/04"	"35-44 years"	"35-44"	112	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Apr., 2000"	"2000/04"	"45-54 years"	"45-54"	102	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Apr., 2000"	"2000/04"	"55-64 years"	"55-64"	43	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Apr., 2000"	"2000/04"	"65-74 years"	"65-74"	44	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Apr., 2000"	"2000/04"	"75-84 years"	"75-84"	36	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Apr., 2000"	"2000/04"	"85+ years"	"85+"	20	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Apr., 2000"	"2000/04"			542	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"May, 2000"	"2000/05"	"15-24 years"	"15-24"	92	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"May, 2000"	"2000/05"	"25-34 years"	"25-34"	75	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"May, 2000"	"2000/05"	"35-44 years"	"35-44"	141	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"May, 2000"	"2000/05"	"45-54 years"	"45-54"	85	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"May, 2000"	"2000/05"	"55-64 years"	"55-64"	56	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"May, 2000"	"2000/05"	"65-74 years"	"65-74"	51	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"May, 2000"	"2000/05"	"75-84 years"	"75-84"	35	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"May, 2000"	"2000/05"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"May, 2000"	"2000/05"			557	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jun., 2000"	"2000/06"	"15-24 years"	"15-24"	78	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jun., 2000"	"2000/06"	"25-34 years"	"25-34"	86	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jun., 2000"	"2000/06"	"35-44 years"	"35-44"	126	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jun., 2000"	"2000/06"	"45-54 years"	"45-54"	79	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jun., 2000"	"2000/06"	"55-64 years"	"55-64"	41	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jun., 2000"	"2000/06"	"65-74 years"	"65-74"	41	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jun., 2000"	"2000/06"	"75-84 years"	"75-84"	29	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jun., 2000"	"2000/06"	"85+ years"	"85+"	19	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jun., 2000"	"2000/06"			502	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jul., 2000"	"2000/07"	"15-24 years"	"15-24"	66	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jul., 2000"	"2000/07"	"25-34 years"	"25-34"	90	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jul., 2000"	"2000/07"	"35-44 years"	"35-44"	129	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jul., 2000"	"2000/07"	"45-54 years"	"45-54"	102	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jul., 2000"	"2000/07"	"55-64 years"	"55-64"	58	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jul., 2000"	"2000/07"	"65-74 years"	"65-74"	42	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jul., 2000"	"2000/07"	"75-84 years"	"75-84"	52	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jul., 2000"	"2000/07"	"85+ years"	"85+"	10	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Jul., 2000"	"2000/07"			553	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Aug., 2000"	"2000/08"	"15-24 years"	"15-24"	74	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Aug., 2000"	"2000/08"	"25-34 years"	"25-34"	99	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Aug., 2000"	"2000/08"	"35-44 years"	"35-44"	126	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Aug., 2000"	"2000/08"	"45-54 years"	"45-54"	100	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Aug., 2000"	"2000/08"	"55-64 years"	"55-64"	54	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Aug., 2000"	"2000/08"	"65-74 years"	"65-74"	57	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Aug., 2000"	"2000/08"	"75-84 years"	"75-84"	51	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Aug., 2000"	"2000/08"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Aug., 2000"	"2000/08"			583	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Sep., 2000"	"2000/09"	"15-24 years"	"15-24"	72	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Sep., 2000"	"2000/09"	"25-34 years"	"25-34"	83	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Sep., 2000"	"2000/09"	"35-44 years"	"35-44"	131	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Sep., 2000"	"2000/09"	"45-54 years"	"45-54"	76	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Sep., 2000"	"2000/09"	"55-64 years"	"55-64"	43	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Sep., 2000"	"2000/09"	"65-74 years"	"65-74"	51	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Sep., 2000"	"2000/09"	"75-84 years"	"75-84"	33	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Sep., 2000"	"2000/09"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Sep., 2000"	"2000/09"			509	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"15-24 years"	"15-24"	91	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"25-34 years"	"25-34"	82	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"35-44 years"	"35-44"	119	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"45-54 years"	"45-54"	102	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"55-64 years"	"55-64"	56	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"65-74 years"	"65-74"	41	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"75-84 years"	"75-84"	36	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Oct., 2000"	"2000/10"	"85+ years"	"85+"	14	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Oct., 2000"	"2000/10"			549	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"15-24 years"	"15-24"	75	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"25-34 years"	"25-34"	82	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"35-44 years"	"35-44"	129	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"45-54 years"	"45-54"	98	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"55-64 years"	"55-64"	52	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"65-74 years"	"65-74"	31	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"75-84 years"	"75-84"	38	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Nov., 2000"	"2000/11"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Nov., 2000"	"2000/11"			526	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"15-24 years"	"15-24"	66	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"25-34 years"	"25-34"	90	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"35-44 years"	"35-44"	131	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"45-54 years"	"45-54"	87	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"55-64 years"	"55-64"	40	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"65-74 years"	"65-74"	26	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Dec., 2000"	"2000/12"	"75-84 years"	"75-84"	26	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"	"Dec., 2000"	"2000/12"			476	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2000"	"2000"					6444	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"15-24 years"	"15-24"	79	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"25-34 years"	"25-34"	84	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"35-44 years"	"35-44"	108	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"45-54 years"	"45-54"	111	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"55-64 years"	"55-64"	53	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"65-74 years"	"65-74"	39	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"75-84 years"	"75-84"	40	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jan., 2001"	"2001/01"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jan., 2001"	"2001/01"			538	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"15-24 years"	"15-24"	84	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"25-34 years"	"25-34"	93	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"35-44 years"	"35-44"	123	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"45-54 years"	"45-54"	88	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"55-64 years"	"55-64"	50	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"65-74 years"	"65-74"	41	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"75-84 years"	"75-84"	34	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Feb., 2001"	"2001/02"	"85+ years"	"85+"	12	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Feb., 2001"	"2001/02"			534	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"15-24 years"	"15-24"	83	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"25-34 years"	"25-34"	89	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"35-44 years"	"35-44"	130	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"45-54 years"	"45-54"	110	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"55-64 years"	"55-64"	61	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"65-74 years"	"65-74"	41	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Mar., 2001"	"2001/03"	"75-84 years"	"75-84"	61	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Mar., 2001"	"2001/03"			589	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"5-14 years"	"5-14"	10	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"15-24 years"	"15-24"	83	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"25-34 years"	"25-34"	109	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"35-44 years"	"35-44"	138	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"45-54 years"	"45-54"	100	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"55-64 years"	"55-64"	54	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"65-74 years"	"65-74"	40	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"75-84 years"	"75-84"	38	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Apr., 2001"	"2001/04"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Apr., 2001"	"2001/04"			587	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"May, 2001"	"2001/05"	"15-24 years"	"15-24"	76	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"May, 2001"	"2001/05"	"25-34 years"	"25-34"	108	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"May, 2001"	"2001/05"	"35-44 years"	"35-44"	129	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"May, 2001"	"2001/05"	"45-54 years"	"45-54"	116	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"May, 2001"	"2001/05"	"55-64 years"	"55-64"	59	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"May, 2001"	"2001/05"	"65-74 years"	"65-74"	39	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"May, 2001"	"2001/05"	"75-84 years"	"75-84"	37	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"May, 2001"	"2001/05"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"May, 2001"	"2001/05"			589	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"15-24 years"	"15-24"	84	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"25-34 years"	"25-34"	92	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"35-44 years"	"35-44"	132	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"45-54 years"	"45-54"	119	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"55-64 years"	"55-64"	60	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"65-74 years"	"65-74"	48	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"75-84 years"	"75-84"	42	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jun., 2001"	"2001/06"	"85+ years"	"85+"	15	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jun., 2001"	"2001/06"			593	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"15-24 years"	"15-24"	72	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"25-34 years"	"25-34"	104	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"35-44 years"	"35-44"	144	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"45-54 years"	"45-54"	129	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"55-64 years"	"55-64"	68	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"65-74 years"	"65-74"	55	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"75-84 years"	"75-84"	37	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jul., 2001"	"2001/07"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Jul., 2001"	"2001/07"			629	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"15-24 years"	"15-24"	92	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"25-34 years"	"25-34"	95	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"35-44 years"	"35-44"	141	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"45-54 years"	"45-54"	117	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"55-64 years"	"55-64"	66	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"65-74 years"	"65-74"	39	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"75-84 years"	"75-84"	37	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Aug., 2001"	"2001/08"	"85+ years"	"85+"	17	Not Applicable	Not Applicable
"Total"	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Aug., 2001"	"2001/08"			607	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"15-24 years"	"15-24"	86	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"25-34 years"	"25-34"	81	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"35-44 years"	"35-44"	114	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"45-54 years"	"45-54"	104	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"55-64 years"	"55-64"	48	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"65-74 years"	"65-74"	45	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"75-84 years"	"75-84"	34	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"2001"	"2001"	"Sep., 2001"	"2001/09"	"85+ years"	"85+"	16	Not Applicable	Not Applicable
